"wage","education","experience","ethnicity","smsa","south","age","nearcollege"
375,13,5,"other","no","yes",24,"no"
547,12,14,"other","yes","yes",32,"no"
375,12,6,"other","no","yes",24,"no"
500,14,5,"other","no","yes",25,"no"
355,16,2,"other","no","yes",24,"no"
600,12,11,"other","yes","no",29,"no"
650,12,16,"other","yes","yes",34,"no"
848,12,14,"other","yes","yes",32,"no"
325,12,9,"other","yes","yes",27,"no"
289,12,15,"afam","no","yes",33,"yes"
457,14,4,"afam","no","yes",24,"yes"
711,14,9,"afam","yes","yes",29,"yes"
413,13,15,"other","no","yes",34,"yes"
649,16,3,"afam","yes","yes",25,"yes"
633,13,7,"other","yes","yes",26,"yes"
721,16,6,"other","no","yes",28,"yes"
913,12,14,"other","yes","yes",32,"yes"
375,13,7,"other","no","yes",26,"yes"
592,18,3,"other","yes","yes",27,"yes"
764,16,10,"other","no","yes",32,"no"
500,12,8,"other","no","yes",26,"no"
275,11,8,"afam","yes","no",25,"no"
260,10,8,"afam","yes","no",24,"no"
962,16,6,"other","no","yes",28,"no"
625,12,10,"afam","no","yes",28,"no"
333,12,8,"afam","no","yes",26,"no"
625,12,11,"afam","no","yes",29,"no"
250,10,8,"afam","no","yes",24,"no"
359,12,16,"afam","no","yes",34,"no"
550,12,16,"afam","no","yes",34,"no"
403,12,6,"afam","no","yes",24,"no"
463,11,9,"afam","yes","no",26,"no"
396,12,6,"afam","no","yes",24,"no"
278,12,6,"afam","no","yes",24,"no"
400,14,7,"afam","no","yes",27,"no"
415,16,2,"afam","no","yes",24,"no"
462,12,15,"afam","no","yes",33,"no"
1442,18,9,"other","no","yes",33,"no"
125,4,17,"afam","no","yes",27,"no"
200,10,18,"afam","no","yes",34,"no"
300,10,15,"afam","no","yes",31,"no"
521,10,16,"afam","no","yes",32,"no"
266,13,6,"afam","yes","yes",25,"no"
325,11,9,"afam","no","yes",26,"no"
350,9,15,"afam","yes","yes",30,"no"
340,9,19,"afam","no","yes",34,"no"
625,13,6,"afam","no","yes",25,"no"
214,10,13,"other","no","yes",29,"no"
688,12,10,"other","no","yes",28,"no"
275,8,18,"other","yes","yes",32,"no"
457,10,16,"other","no","yes",32,"no"
615,12,8,"afam","yes","yes",26,"no"
732,16,3,"afam","yes","no",25,"no"
163,12,8,"afam","no","yes",26,"no"
260,8,10,"afam","no","yes",24,"no"
492,11,10,"other","no","yes",27,"no"
575,12,8,"afam","yes","no",26,"no"
510,12,7,"afam","yes","no",25,"no"
565,8,12,"afam","yes","yes",26,"no"
515,9,14,"afam","no","yes",29,"no"
471,8,11,"afam","yes","no",25,"no"
335,13,8,"afam","no","yes",27,"no"
481,12,10,"afam","no","yes",28,"no"
642,12,8,"afam","no","yes",26,"no"
573,10,9,"afam","no","yes",25,"no"
315,6,20,"afam","no","yes",32,"no"
360,11,13,"afam","yes","yes",30,"no"
339,12,7,"afam","yes","yes",25,"no"
400,13,7,"other","no","yes",26,"no"
300,15,3,"other","no","yes",24,"no"
580,10,18,"other","no","yes",34,"no"
321,14,4,"other","no","yes",24,"no"
475,12,8,"afam","yes","no",26,"no"
445,7,12,"afam","yes","no",25,"no"
300,6,13,"afam","no","yes",25,"no"
252,10,11,"afam","no","yes",27,"no"
419,12,7,"afam","no","yes",25,"no"
317,6,22,"afam","no","yes",34,"no"
553,16,7,"other","no","yes",29,"no"
721,18,7,"other","no","yes",31,"no"
729,13,6,"other","no","yes",25,"no"
314,12,7,"other","yes","yes",25,"no"
220,9,12,"other","no","yes",27,"no"
235,8,11,"afam","no","yes",25,"yes"
333,9,12,"afam","no","yes",27,"yes"
333,11,9,"afam","no","yes",26,"yes"
333,11,13,"afam","no","yes",30,"yes"
380,12,10,"afam","no","yes",28,"yes"
390,12,8,"afam","no","yes",26,"yes"
250,5,23,"afam","no","yes",34,"yes"
673,17,4,"afam","yes","yes",27,"yes"
483,16,4,"afam","yes","yes",26,"yes"
769,16,3,"afam","yes","yes",25,"yes"
325,4,15,"afam","yes","yes",25,"yes"
465,11,13,"afam","no","yes",30,"yes"
350,14,4,"other","no","yes",24,"yes"
375,12,8,"afam","yes","yes",26,"yes"
300,5,16,"other","no","yes",27,"yes"
475,16,3,"afam","yes","yes",25,"yes"
528,12,9,"afam","yes","no",27,"yes"
513,10,10,"afam","no","yes",26,"yes"
445,12,9,"afam","yes","no",27,"yes"
265,11,12,"afam","no","yes",29,"yes"
260,12,9,"afam","no","yes",27,"yes"
318,9,9,"afam","yes","yes",24,"yes"
626,12,8,"other","no","yes",26,"no"
400,11,8,"other","no","yes",25,"no"
378,14,4,"other","yes","yes",24,"no"
803,16,7,"other","no","yes",29,"no"
447,16,3,"other","no","yes",25,"no"
319,15,7,"other","no","yes",28,"no"
401,8,16,"other","no","yes",30,"no"
438,9,12,"other","yes","yes",27,"no"
417,10,8,"other","yes","yes",24,"no"
375,10,9,"other","no","yes",25,"no"
616,16,8,"other","yes","yes",30,"no"
354,12,10,"other","yes","yes",28,"no"
425,18,4,"other","yes","yes",28,"no"
265,12,8,"other","no","yes",26,"no"
426,14,4,"other","yes","yes",24,"no"
250,12,7,"other","no","yes",25,"no"
560,17,2,"other","yes","yes",25,"no"
289,12,11,"other","no","yes",29,"no"
393,16,4,"other","no","yes",26,"no"
577,12,8,"other","yes","yes",26,"no"
346,17,9,"other","no","yes",32,"no"
1282,16,6,"other","yes","yes",28,"no"
865,17,5,"other","yes","no",28,"yes"
413,14,4,"other","yes","yes",24,"yes"
225,6,17,"other","yes","no",29,"yes"
404,14,7,"other","yes","no",27,"yes"
721,12,13,"other","yes","yes",31,"yes"
577,12,12,"other","yes","yes",30,"yes"
500,12,8,"other","no","yes",26,"yes"
250,12,11,"other","no","yes",29,"yes"
155,12,8,"other","no","yes",26,"yes"
406,12,9,"other","no","yes",27,"yes"
350,12,15,"afam","yes","yes",33,"no"
462,12,8,"afam","yes","yes",26,"no"
500,10,18,"other","yes","yes",34,"no"
846,16,8,"other","yes","yes",30,"no"
577,12,11,"other","yes","yes",29,"no"
400,16,6,"other","yes","yes",28,"no"
741,11,17,"other","no","no",34,"no"
350,14,5,"other","yes","yes",25,"no"
438,12,8,"other","yes","yes",26,"no"
727,13,6,"other","yes","yes",25,"no"
970,11,8,"other","yes","yes",25,"no"
751,16,8,"other","yes","yes",30,"no"
577,18,6,"other","yes","yes",30,"no"
404,16,8,"other","no","yes",30,"no"
616,12,12,"other","no","yes",30,"no"
230,16,3,"other","no","yes",25,"no"
142,12,6,"other","no","yes",24,"no"
385,18,6,"other","no","yes",30,"no"
385,12,9,"other","yes","yes",27,"no"
422,12,6,"other","no","yes",24,"no"
650,12,9,"afam","no","no",27,"no"
230,8,16,"afam","no","yes",30,"no"
672,15,9,"other","no","yes",30,"no"
354,18,3,"afam","yes","yes",27,"no"
250,13,7,"afam","no","yes",26,"no"
300,11,14,"afam","no","yes",31,"no"
400,12,6,"afam","no","yes",24,"no"
300,7,21,"afam","no","yes",34,"no"
460,13,8,"afam","no","yes",27,"no"
432,12,9,"afam","yes","no",27,"no"
250,11,9,"afam","no","yes",26,"no"
315,5,17,"other","yes","yes",28,"no"
625,12,10,"other","no","yes",28,"no"
500,10,10,"other","no","yes",26,"no"
331,12,9,"other","no","yes",27,"no"
585,12,10,"other","no","yes",28,"no"
320,13,9,"afam","no","yes",28,"no"
300,11,11,"afam","no","yes",28,"no"
738,16,10,"other","no","yes",32,"no"
385,12,12,"afam","no","yes",30,"no"
641,13,7,"afam","no","yes",26,"no"
325,5,21,"afam","no","yes",32,"no"
406,12,6,"afam","no","yes",24,"no"
300,6,20,"afam","no","yes",32,"no"
176,7,16,"afam","no","yes",29,"no"
450,11,10,"afam","no","yes",27,"no"
292,10,8,"afam","no","yes",24,"no"
801,12,9,"other","no","yes",27,"no"
375,9,12,"afam","no","yes",27,"no"
230,10,8,"afam","no","yes",24,"no"
535,13,14,"afam","no","yes",33,"no"
422,7,18,"afam","no","yes",31,"no"
361,10,11,"other","no","yes",27,"no"
300,9,12,"other","no","yes",27,"no"
558,12,10,"other","no","yes",28,"no"
470,16,6,"afam","no","yes",28,"no"
486,12,16,"other","no","yes",34,"no"
600,12,8,"other","no","yes",26,"no"
363,11,17,"afam","no","yes",34,"no"
200,10,8,"afam","yes","yes",24,"no"
142,8,16,"afam","no","yes",30,"no"
448,12,15,"other","no","yes",33,"no"
300,11,12,"afam","no","yes",29,"no"
706,12,13,"other","yes","no",31,"no"
534,12,8,"other","yes","no",26,"no"
260,13,10,"afam","no","yes",29,"no"
675,12,8,"afam","yes","no",26,"no"
260,7,18,"afam","no","yes",31,"no"
300,10,18,"afam","no","yes",34,"no"
1215,16,5,"other","yes","yes",27,"no"
577,17,5,"other","no","yes",28,"no"
250,14,7,"afam","no","yes",27,"no"
394,10,14,"afam","yes","no",30,"no"
275,8,10,"afam","no","yes",24,"no"
225,9,17,"afam","no","yes",32,"no"
275,7,12,"afam","no","yes",25,"no"
356,9,15,"afam","no","yes",30,"no"
885,12,7,"afam","yes","no",25,"no"
192,16,2,"afam","yes","yes",24,"no"
420,7,16,"afam","no","yes",29,"no"
375,7,20,"afam","no","yes",33,"no"
364,7,18,"afam","no","yes",31,"no"
400,12,8,"other","no","yes",26,"no"
353,12,8,"afam","yes","yes",26,"no"
300,13,10,"other","no","yes",29,"no"
416,15,4,"other","yes","yes",25,"no"
600,11,9,"afam","no","yes",26,"no"
973,13,10,"afam","yes","no",29,"no"
230,5,18,"afam","no","yes",29,"no"
311,12,9,"afam","no","yes",27,"no"
274,8,17,"afam","no","yes",31,"no"
400,11,10,"afam","yes","no",27,"no"
200,8,12,"afam","no","yes",26,"no"
435,13,7,"afam","no","yes",26,"no"
230,6,17,"afam","no","yes",29,"no"
731,6,18,"afam","yes","no",30,"no"
270,10,17,"afam","no","yes",33,"no"
176,8,12,"afam","no","yes",26,"no"
250,12,7,"afam","no","yes",25,"no"
333,10,14,"afam","no","yes",30,"no"
438,12,7,"afam","yes","no",25,"no"
428,16,4,"afam","yes","yes",26,"no"
740,16,7,"other","yes","yes",29,"no"
700,12,8,"afam","yes","no",26,"no"
245,12,6,"afam","no","yes",24,"no"
230,12,8,"afam","no","yes",26,"no"
273,15,8,"afam","no","yes",29,"no"
632,14,8,"afam","yes","no",28,"no"
289,16,3,"afam","yes","no",25,"no"
300,8,18,"afam","no","yes",32,"no"
230,10,13,"afam","no","yes",29,"no"
395,8,16,"afam","no","yes",30,"no"
572,9,9,"afam","no","yes",24,"no"
625,17,7,"afam","yes","no",30,"no"
550,16,3,"afam","yes","no",25,"no"
250,9,11,"afam","no","yes",26,"no"
363,8,13,"other","no","yes",27,"no"
100,14,14,"afam","no","yes",34,"no"
350,12,15,"afam","yes","no",33,"no"
290,10,9,"afam","no","yes",25,"no"
250,4,22,"afam","no","yes",32,"no"
833,8,19,"afam","yes","yes",33,"no"
435,10,9,"afam","yes","yes",25,"no"
333,12,9,"afam","yes","no",27,"no"
306,12,8,"other","no","yes",26,"no"
573,18,9,"other","no","yes",33,"no"
288,12,7,"other","yes","yes",25,"no"
463,12,10,"afam","yes","yes",28,"no"
389,12,16,"other","no","yes",34,"no"
1106,16,10,"other","no","yes",32,"no"
245,16,2,"other","yes","yes",24,"no"
358,12,7,"other","yes","yes",25,"no"
357,8,20,"other","yes","yes",34,"no"
400,12,12,"afam","no","yes",30,"no"
300,10,9,"other","no","yes",25,"no"
553,16,5,"other","yes","yes",27,"no"
300,8,17,"other","no","yes",31,"no"
450,7,17,"other","yes","yes",30,"no"
409,12,7,"other","no","yes",25,"no"
250,14,4,"other","yes","yes",24,"no"
337,16,2,"other","yes","yes",24,"no"
280,16,2,"other","yes","yes",24,"no"
523,13,5,"other","yes","yes",24,"no"
513,16,4,"other","yes","yes",26,"no"
691,14,11,"other","yes","yes",31,"no"
425,16,5,"other","no","no",27,"no"
361,13,5,"other","yes","yes",24,"no"
542,12,6,"other","no","no",24,"no"
769,12,14,"other","yes","yes",32,"no"
505,12,7,"other","yes","yes",25,"no"
591,17,2,"other","yes","yes",25,"no"
419,16,3,"other","yes","yes",25,"no"
375,16,4,"other","yes","yes",26,"no"
369,17,3,"other","yes","yes",26,"no"
438,11,9,"other","yes","yes",26,"no"
619,17,6,"other","yes","no",29,"no"
635,16,11,"other","yes","yes",33,"no"
500,12,8,"other","yes","yes",26,"no"
875,12,14,"other","yes","yes",32,"no"
635,17,11,"other","yes","yes",34,"no"
313,14,4,"other","no","no",24,"no"
350,15,3,"other","no","yes",24,"no"
857,9,9,"other","no","yes",24,"no"
200,11,14,"afam","no","yes",31,"no"
383,12,6,"afam","yes","no",24,"no"
245,12,12,"afam","no","yes",30,"no"
808,12,14,"afam","no","yes",32,"no"
462,18,9,"afam","no","yes",33,"no"
577,16,7,"afam","no","yes",29,"no"
506,17,8,"afam","yes","no",31,"no"
962,17,5,"other","no","yes",28,"no"
743,16,4,"other","yes","yes",26,"no"
450,12,6,"other","yes","yes",24,"no"
476,11,10,"afam","no","yes",27,"no"
123,9,10,"afam","no","yes",25,"no"
794,11,15,"afam","yes","yes",32,"no"
200,10,9,"afam","no","yes",25,"no"
462,14,12,"other","no","yes",32,"no"
225,10,13,"other","no","yes",29,"no"
577,13,9,"other","yes","yes",28,"no"
180,8,18,"afam","no","yes",32,"no"
325,9,16,"afam","no","no",31,"no"
409,7,15,"afam","no","yes",28,"no"
200,10,9,"afam","no","yes",25,"no"
539,16,7,"other","no","yes",29,"no"
354,16,6,"other","no","yes",28,"no"
250,11,11,"other","no","yes",28,"no"
693,16,6,"other","no","yes",28,"no"
420,12,10,"other","no","yes",28,"no"
366,12,15,"other","yes","yes",33,"no"
351,11,7,"other","no","yes",24,"no"
913,16,9,"other","yes","yes",31,"no"
900,13,9,"other","no","yes",28,"no"
300,7,13,"other","no","yes",26,"no"
307,10,11,"other","no","yes",27,"no"
475,7,14,"other","yes","yes",27,"no"
340,11,11,"afam","no","yes",28,"no"
463,9,14,"afam","yes","yes",29,"no"
200,12,12,"afam","no","yes",30,"no"
315,15,3,"afam","no","yes",24,"no"
625,16,8,"afam","no","yes",30,"no"
254,12,12,"afam","no","yes",30,"no"
450,9,12,"other","no","yes",27,"no"
375,12,6,"afam","no","yes",24,"no"
300,12,8,"afam","yes","no",26,"no"
364,12,8,"afam","no","yes",26,"no"
750,18,3,"afam","yes","no",27,"no"
589,15,7,"afam","yes","yes",28,"no"
265,10,15,"afam","yes","yes",31,"no"
300,9,10,"afam","yes","yes",25,"no"
390,6,21,"afam","no","yes",33,"no"
500,10,15,"other","no","yes",31,"no"
450,12,11,"other","no","yes",29,"no"
263,12,9,"other","no","yes",27,"no"
432,14,7,"other","no","yes",27,"no"
192,10,14,"afam","no","yes",30,"no"
829,14,14,"other","no","yes",34,"no"
513,16,8,"afam","yes","yes",30,"yes"
529,13,11,"afam","yes","no",30,"yes"
385,16,4,"afam","no","yes",26,"yes"
500,13,8,"other","no","yes",27,"yes"
712,15,8,"other","yes","yes",29,"yes"
472,16,5,"other","yes","yes",27,"yes"
470,12,6,"afam","no","yes",24,"yes"
413,13,6,"afam","yes","no",25,"yes"
335,12,7,"other","no","yes",25,"yes"
481,13,15,"other","yes","yes",34,"yes"
500,12,6,"other","no","yes",24,"yes"
713,12,13,"other","no","yes",31,"yes"
525,13,7,"afam","no","yes",26,"yes"
